date,open,high,close,low,volume,price_change,p_change
2017-01-04,1963.02,1992.76,1991.57,1959.57,9966840.0,28.31,1.44
2017-01-03,1965.04,1971.91,1963.26,1959.14,7327997.0,1.2,0.06
2016-12-30,1961.22,1964.7,1962.06,1952.68,7256585.0,2.82,0.14
2016-12-29,1956.72,1971.94,1959.24,1955.62,6759931.0,2.09,0.11
2016-12-28,1968.15,1971.51,1957.15,1954.96,6005750.0,-11.47,-0.58
2016-12-27,1972.51,1977.31,1968.62,1968.57,6347849.5,-5.39,-0.27
2016-12-26,1959.19,1974.01,1974.01,1933.52,7708427.5,9.47,0.48
2016-12-23,1987.73,1992.21,1964.54,1964.23,7195153.5,-21.73,-1.09
2016-12-22,1993.04,1993.04,1986.27,1978.74,5820064.0,-5.43,-0.27
2016-12-21,1987.76,1996.1,1991.7,1985.05,6043199.5,9.4,0.47
2016-12-20,1981.69,1989.99,1982.3,1974.93,5939141.0,1.89,0.1
2016-12-19,1995.0,1995.0,1980.41,1976.77,6291467.5,-17.7,-0.89
2016-12-16,1977.86,2005.28,1998.11,1972.22,7731469.0,22.26,1.13
2016-12-15,1957.71,1991.32,1975.85,1956.55,8835405.0,12.77,0.65
2016-12-14,1982.98,1988.46,1963.08,1958.04,8414289.0,-21.96,-1.11
2016-12-13,1982.08,1995.35,1985.04,1961.91,9784018.0,0.65,0.03
2016-12-12,2095.58,2096.4,1984.39,1981.17,16139222.0,-115.5,-5.5
2016-12-09,2114.45,2118.63,2099.89,2097.09,10182685.0,-14.82,-0.7
2016-12-08,2135.79,2136.26,2114.71,2114.04,9250664.0,-20.28,-0.95
2016-12-07,2123.55,2134.99,2134.99,2116.54,8294182.0,12.73,0.6
2016-12-06,2149.75,2156.69,2122.26,2121.25,9733745.0,-21.62,-1.01
2016-12-05,2129.24,2162.3,2143.88,2124.75,10282947.0,0.43,0.02
2016-12-02,2180.39,2186.69,2143.45,2143.21,13119150.0,-38.48,-1.76
2016-12-01,2181.73,2188.09,2181.93,2175.5,12156105.0,-1.12,-0.05
2016-11-30,2157.54,2201.55,2183.05,2155.24,17791660.0,22.7,1.05
2016-11-29,2161.78,2178.19,2160.35,2153.72,14617537.0,-5.7,-0.26
2016-11-28,2172.97,2175.51,2166.05,2159.73,11846432.0,-1.48,-0.07
2016-11-25,2145.97,2167.53,2167.53,2123.74,13608576.0,20.9,0.97
2016-11-24,2159.61,2172.18,2146.63,2142.95,10549007.0,-19.08,-0.88
2016-11-23,2182.1,2191.26,2165.71,2163.0,15096672.0,-11.94,-0.55
2016-11-22,2156.52,2177.65,2177.65,2146.62,11125462.0,25.05,1.16
2016-11-21,2156.46,2162.37,2152.6,2147.05,8475311.0,-5.36,-0.25
2016-11-18,2164.71,2170.79,2157.96,2155.23,7756542.0,-5.08,-0.23
2016-11-17,2176.12,2176.12,2163.04,2157.54,9344911.0,-19.43,-0.89
2016-11-16,2187.5,2208.98,2182.47,2182.12,15704868.0,3.17,0.14
2016-11-15,2161.57,2179.3,2179.3,2152.38,13591229.0,17.61,0.81
2016-11-14,2146.83,2175.25,2161.69,2146.83,13823940.0,14.58,0.68
2016-11-11,2143.58,2147.11,2147.11,2125.49,12340072.0,3.79,0.18
2016-11-10,2143.56,2149.09,2143.32,2138.94,9005559.0,19.48,0.92
2016-11-09,2150.62,2154.85,2123.84,2098.56,11208038.0,-26.46,-1.23
2016-11-08,2138.45,2154.57,2150.3,2136.25,8908701.0,20.0,0.94
2016-11-07,2141.3,2145.82,2130.3,2126.95,9291182.0,-14.93,-0.7
2016-11-04,2151.92,2168.34,2145.23,2142.41,10557940.0,-7.95,-0.37
2016-11-03,2137.13,2167.93,2153.18,2135.28,11358574.0,6.78,0.32
2016-11-02,2170.81,2171.66,2146.4,2145.07,11109391.0,-30.05,-1.38
2016-10-28,2182.559,2192.902,2165.433,2165.03,10451183.0,-17.044,-0.78
2016-10-27,2182.905,2184.317,2182.477,2171.242,9341353.0,-2.016,-0.09
2016-10-26,2203.478,2204.842,2184.493,2179.756,11389606.0,-15.714,-0.71
2016-10-25,2202.792,2207.807,2200.207,2196.568,9560980.0,-0.596,-0.03
2016-10-24,2184.11,2204.357,2200.803,2176.924,11116745.0,19.807,0.91
2016-10-21,2196.845,2202.487,2180.996,2167.829,11446980.0,-12.259,-0.56
2016-10-20,2187.406,2199.064,2193.255,2184.35,9644504.0,8.345,0.38
2016-10-19,2200.531,2201.162,2184.91,2180.468,9622045.0,-13.231,-0.6
2016-10-18,2164.6,2198.141,2198.141,2164.6,9628963.0,30.279,1.4
2016-10-17,2199.182,2200.471,2167.862,2160.005,9532775.0,-26.365,-1.2
2016-10-14,2203.873,2203.873,2194.227,2178.913,9080539.0,-14.34,-0.65
2016-10-13,2211.755,2216.091,2208.567,2200.524,9113846.0,-1.118,-0.05
2016-10-12,2202.363,2216.521,2209.685,2198.889,9728406.0,-1.176,-0.05
2016-10-11,2207.434,2210.861,2210.861,2201.31,8803488.0,2.392,0.11
2016-10-10,2165.852,2208.469,2208.469,2163.405,10937795.0,58.568,2.72
2016-09-30,2144.472,2154.4,2149.901,2143.343,5640391.0,3.717,0.17
2016-09-29,2141.336,2155.416,2146.184,2140.978,6285022.0,6.556,0.31
2016-09-28,2143.724,2143.724,2139.628,2132.547,6509292.5,-1.175,-0.06
2016-09-27,2118.949,2140.803,2140.803,2112.702,7277514.0,17.903,0.84
2016-09-26,2154.399,2161.764,2122.9,2122.9,8670568.0,-33.61,-1.56
2016-09-23,2171.63,2173.494,2156.51,2156.036,7139097.0,-11.912,-0.55
2016-09-22,2174.298,2178.532,2168.422,2166.615,7425831.0,6.291,0.29
2016-09-21,2158.061,2170.085,2162.131,2157.38,6833986.0,3.699,0.17
2016-09-20,2164.419,2167.641,2158.432,2153.939,6226383.0,-6.781,-0.31
2016-09-19,2149.372,2174.402,2165.213,2149.372,7122704.0,20.656,0.96
2016-09-14,2137.396,2156.976,2144.557,2131.714,8118338.5,-1.311,-0.06
2016-09-13,2157.945,2165.577,2145.868,2139.339,8441238.0,0.305,0.01
2016-09-12,2163.451,2179.982,2145.563,2145.031,12429363.0,-57.404,-2.61
2016-09-09,2223.584,2228.537,2202.967,2202.967,10852276.0,-20.501,-0.92
2016-09-08,2211.393,2223.468,2223.468,2207.115,9526196.0,11.415,0.52
2016-09-07,2223.019,2232.121,2212.053,2208.833,12095709.0,-10.784,-0.48
2016-09-06,2183.226,2225.255,2222.837,2161.925,12993775.0,40.143,1.84
2016-09-05,2178.634,2199.654,2182.694,2178.094,8786131.0,11.837,0.55
2016-09-02,2176.391,2187.694,2170.857,2160.115,10194717.0,-10.469,-0.48
2016-09-01,2192.94,2201.284,2181.326,2181.326,9310264.0,-10.432,-0.48
2016-08-31,2194.606,2198.251,2191.758,2175.839,8950788.0,-3.773,-0.17
2016-08-30,2197.486,2210.397,2195.531,2193.07,9195772.0,2.331,0.11
2016-08-29,2187.723,2209.252,2193.2,2183.811,10617017.0,3.451,0.16
2016-08-26,2186.004,2211.628,2189.749,2182.106,12324771.0,9.089,0.42
2016-08-25,2179.014,2183.729,2180.66,2152.113,12363501.0,-11.51,-0.53
2016-08-24,2178.527,2204.798,2192.17,2176.347,11938671.0,18.012,0.83
2016-08-23,2168.338,2186.736,2174.158,2160.296,8888141.0,6.758,0.31
2016-08-22,2205.575,2213.41,2167.4,2167.4,11157703.0,-37.156,-1.69
2016-08-19,2200.681,2211.062,2204.556,2194.111,10110201.0,2.962,0.14
2016-08-18,2204.954,2213.304,2201.594,2191.933,12230952.0,-6.601,-0.3
2016-08-17,2200.235,2218.289,2208.195,2195.367,12322148.0,7.099,0.32
2016-08-16,2195.024,2211.007,2201.096,2192.969,14031464.0,7.885,0.36
2016-08-15,2126.79,2200.918,2193.211,2112.25,17899444.0,69.37,3.27
2016-08-12,2098.773,2123.865,2123.841,2097.909,7408593.0,20.446,0.97
2016-08-11,2134.604,2139.195,2103.395,2103.395,8555221.0,-33.606,-1.57
2016-08-10,2155.386,2164.625,2137.001,2136.831,9273979.0,-17.504,-0.81
2016-08-09,2128.64,2154.505,2154.505,2128.218,10306897.0,23.911,1.12
2016-08-08,2102.241,2130.594,2130.594,2083.98,8364470.0,21.539,1.02
2016-08-05,2128.74,2129.328,2109.055,2107.438,8018039.0,-20.597,-0.97
2016-08-04,2107.623,2133.176,2129.652,2102.272,9103905.0,21.338,1.01
2016-08-03,2110.234,2117.617,2108.314,2096.731,7799222.5,-4.9,-0.23
2016-08-02,2096.55,2114.953,2113.214,2094.116,7552176.0,14.035,0.67
2016-08-01,2113.674,2118.09,2099.179,2066.175,11030562.0,-23.233,-1.09
2016-07-29,2144.272,2147.194,2122.412,2109.132,10217499.0,-17.332,-0.81
2016-07-28,2150.318,2166.603,2139.744,2109.868,14281276.0,-15.642,-0.73
2016-07-27,2282.066,2284.283,2155.386,2138.781,22255144.0,-124.164,-5.45
2016-07-26,2245.937,2279.55,2279.55,2245.937,12447831.0,33.665,1.5
2016-07-25,2245.864,2264.438,2245.885,2235.446,12398386.0,-4.114,-0.18
2016-07-22,2262.102,2269.551,2249.999,2248.303,13498455.0,-15.129,-0.67
2016-07-21,2266.083,2289.668,2265.128,2259.202,14547040.0,-3.407,-0.15
2016-07-20,2272.644,2288.647,2268.535,2268.527,14955571.0,-5.184,-0.23
2016-07-19,2249.735,2273.719,2273.719,2236.996,15279341.0,23.848,1.06
2016-07-18,2257.418,2268.789,2249.871,2234.209,14307802.0,-13.913,-0.61
2016-07-15,2289.103,2293.085,2263.784,2260.163,17670910.0,-29.295,-1.28
2016-07-14,2282.157,2295.588,2293.079,2273.421,20113200.0,7.71,0.34
2016-07-13,2258.263,2299.859,2285.369,2250.64,23655174.0,38.015,1.69
2016-07-12,2218.019,2247.354,2247.354,2182.03,18671280.0,28.766,1.3
2016-07-11,2242.26,2252.664,2218.588,2216.568,16477805.0,-20.414,-0.91
2016-07-08,2231.969,2257.318,2239.002,2220.205,15557363.0,5.08,0.23
2016-07-07,2240.895,2247.584,2233.922,2212.414,16795982.0,-7.638,-0.34
2016-07-06,2239.758,2246.73,2241.56,2229.266,13738410.0,-4.464,-0.2
2016-07-05,2253.689,2259.287,2246.024,2229.001,16139171.0,-2.688,-0.12
2016-07-04,2195.622,2254.15,2248.712,2193.844,17784634.0,37.535,1.7
2016-07-01,2231.182,2241.628,2211.177,2203.933,14668384.0,-16.613,-0.75
2016-06-30,2213.602,2233.279,2227.79,2206.805,17941508.0,18.002,0.81
2016-06-29,2228.506,2238.353,2209.788,2203.489,18443876.0,-6.922,-0.31
2016-06-28,2181.412,2221.462,2216.71,2173.532,23215990.0,24.904,1.14
2016-06-27,2111.1,2194.128,2191.806,2110.603,21030922.0,64.442,3.03
2016-06-24,2131.154,2157.941,2127.364,2060.196,19922672.0,-10.121,-0.47
2016-06-23,2144.583,2153.58,2137.485,2115.839,16837016.0,-7.333,-0.34
2016-06-22,2085.98,2144.818,2144.818,2085.65,14222178.0,52.817,2.52
2016-06-21,2135.462,2153.228,2092.001,2083.692,16048069.0,-27.629,-1.3
2016-06-20,2117.986,2127.677,2119.63,2088.286,11924628.0,-3.26,-0.15
2016-06-17,2109.574,2154.517,2122.89,2105.238,15627914.0,21.474,1.02
2016-06-16,2124.156,2137.183,2101.416,2097.346,17067786.0,-27.383,-1.29
2016-06-15,2033.6,2143.453,2128.799,2031.667,17777760.0,70.485,3.42
2016-06-14,2045.211,2070.151,2058.314,2032.437,12691213.0,3.607,0.18
2016-06-13,2150.392,2165.283,2054.707,2054.707,18354660.0,-131.837,-6.03
2016-06-08,2191.27,2201.526,2186.544,2166.965,15083478.0,-10.183,-0.46
2016-06-07,2202.041,2204.184,2196.727,2181.295,14432062.0,-2.574,-0.12
2016-06-06,2212.457,2219.275,2199.301,2181.985,16256231.0,-5.673,-0.26
2016-06-03,2176.358,2236.578,2204.974,2175.815,22973700.0,16.416,0.75
2016-06-02,2163.588,2188.558,2188.558,2160.251,16283821.0,19.738,0.91
2016-06-01,2164.727,2188.884,2168.82,2163.049,20189498.0,9.02,0.42
2016-05-31,2061.839,2160.527,2159.8,2060.141,21485082.0,101.282,4.92
2016-05-30,2054.617,2083.83,2058.518,2033.665,10960379.0,-11.367,-0.55
2016-05-27,2076.297,2090.168,2069.885,2065.374,11795699.0,-16.122,-0.77
2016-05-26,2060.427,2086.49,2086.007,2019.297,13415970.0,18.754,0.91
2016-05-25,2091.972,2111.26,2067.253,2062.64,13310049.0,-8.256,-0.4
2016-05-24,2094.21,2094.21,2075.509,2061.517,12318603.0,-22.725,-1.08
2016-05-23,2072.997,2107.049,2098.234,2072.997,13928264.0,32.933,1.59
